abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,generation,height_m,hp,image,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,Rock Inn Pokémon,85,1000000,5,0.3,50,images/dwebble.png,0,Ishizumaiイシズマイ,Dwebble,50,557,35,35,55,bug,rock,14.5
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,EleFish Pokémon,70,1250000,5,1.2,65,images/eelektrik.png,0,Shibibeelシビビール,Eelektrik,50,603,75,70,40,electric,,22.0
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,EleFish Pokémon,80,1250000,5,2.1,85,images/eelektross.png,0,Shibirudonシビルドン,Eelektross,50,604,105,80,50,electric,,80.5
"['Run Away', 'Adaptability', 'Anticipation']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,8960,70,325,45,Evolution Pokémon,50,1000000,1,0.3,55,images/eevee.png,0,Eievuiイーブイ,Eevee,88.1,133,45,65,55,normal,,6.5
"['Intimidate', 'Shed Skin', 'Unnerve']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,60,5120,70,288,255,Snake Pokémon,44,1000000,1,2.0,35,images/ekans.png,0,Arboアーボ,Ekans,50,23,40,54,55,poison,,6.9
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,83,6400,70,490,45,Electric Pokémon,57,1000000,1,1.1,65,images/electabuzz.png,0,Elebooエレブー,Electabuzz,75.4,125,95,85,105,electric,,30.0
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,4,1.8,75,images/electivire.png,0,Elekibleエレキブル,Electivire,75.4,466,95,85,95,electric,,138.6
"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,295,120,Lightning Pokémon,40,1250000,3,0.6,40,images/electrike.png,0,Rakuraiラクライ,Electrike,50,309,65,40,65,electric,,15.2
"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,490,60,Ball Pokémon,70,1000000,1,1.2,60,images/electrode.png,0,Marumineマルマイン,Electrode,0,101,80,80,150,electric,,66.6
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric Pokémon,37,1000000,2,0.6,45,images/elekid.png,0,Elekidエレキッド,Elekid,75.4,239,65,55,95,electric,,23.5
"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,Cerebral Pokémon,55,1000000,5,0.5,55,images/elgyem.png,0,Ligrayリグレー,Elgyem,50,605,85,55,30,psychic,,9.0
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,5,1.6,110,images/emboar.png,0,Enbuohエンブオー,Emboar,88.1,500,100,65,65,fire,fighting,150.0
"['Static', 'Motor Drive']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,5,0.4,55,images/emolga.png,0,Emongaエモンガ,Emolga,50,587,75,60,103,electric,flying,5.0
"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,45,Emperor Pokémon,88,1059860,4,1.7,84,images/empoleon.png,0,Emperteエンペルト,Empoleon,88.1,395,111,101,60,water,steel,84.5
"['Pressure', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano Pokémon,85,1250000,2,2.1,115,images/entei.png,1,Enteiエンテイ,Entei,0,244,90,75,100,fire,,198.0
"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,Cavalry Pokémon,105,1000000,5,1.0,70,images/escavalier.png,0,Chevargoシュバルゴ,Escavalier,50,589,60,105,20,bug,steel,33.0
"['Synchronize', 'Magic Bounce']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,8960,70,525,45,Sun Pokémon,60,1000000,2,0.9,65,images/espeon.png,0,Eifieエーフィ,Espeon,88.1,196,130,95,110,psychic,,26.5
"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,Restraint Pokémon,54,1000000,6,0.3,62,images/espurr.png,0,Nyasperニャスパー,Espurr,50,677,63,60,68,psychic,,3.5
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pokémon,60,1000000,5,0.7,110,images/excadrill.png,0,Doryuzuドリュウズ,Excadrill,50,530,50,65,88,ground,steel,40.4
"['Chlorophyll', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,40,5120,70,325,90,Egg Pokémon,80,1250000,1,0.4,60,images/exeggcute.png,0,Tamatamaタマタマ,Exeggcute,50,102,60,45,40,grass,psychic,2.5
"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,105,5120,70,530,45,Coconut Pokémon,85,1250000,1,0,95,images/exeggutor.png,0,Nassyナッシー,Exeggutor,50,103,125,75,45,grass,psychic,0
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,3,1.5,104,images/exploud.png,0,Bakuongバクオング,Exploud,50,295,91,73,68,normal,,84.0
"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,5120,70,377,45,Wild Duck Pokémon,55,1000000,1,0.8,52,images/farfetchd.png,0,Kamonegiカモネギ,Farfetch'd,50,83,58,62,60,normal,flying,15.0
"['Keen Eye', 'Sniper']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,3840,70,442,90,Beak Pokémon,65,1000000,1,1.2,65,images/fearow.png,0,Onidrillオニドリル,Fearow,50,22,61,61,100,normal,flying,38.0
"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish Pokémon,20,600000,3,0.6,20,images/feebas.png,0,Hinbassヒンバス,Feebas,50,349,10,55,80,water,,7.4
"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,Fox Pokémon,40,1059860,6,0.4,40,images/fennekin.png,0,Fokkoフォッコ,Fennekin,88.1,653,62,60,60,fire,,9.4
"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,530,45,Big Jaw Pokémon,100,1059860,2,2.3,85,images/feraligatr.png,0,Ordileオーダイル,Feraligatr,88.1,160,79,83,78,water,,88.8
['Iron Barbs'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,5,0.6,44,images/ferroseed.png,0,Tesseedテッシード,Ferroseed,50,597,24,86,10,grass,steel,18.8
"['Iron Barbs', 'Anticipation']",1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,5,1.0,74,images/ferrothorn.png,0,Nutreyナットレイ,Ferrothorn,50,598,54,116,20,grass,steel,110.0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,Wing Fish Pokémon,56,600000,4,0.4,49,images/finneon.png,0,Keikouoケイコウオ,Finneon,50,456,49,61,66,water,,7.0
"['Static', 'Plus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,365,120,Wool Pokémon,55,1059860,2,0.8,70,images/flaaffy.png,0,Mokokoモココ,Flaaffy,50,180,80,60,45,electric,,13.3
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,6,0.1,44,images/flabebe.png,0,Flabebeフラベベ,Flabébé,0,669,61,79,42,fairy,,0.1
"['Flash Fire', 'Guts']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,130,8960,70,525,45,Flame Pokémon,60,1000000,1,0.9,65,images/flareon.png,0,Boosterブースター,Flareon,88.1,136,95,110,65,fire,,25.0
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,382,120,Ember Pokémon,55,1059860,6,0.7,62,images/fletchinder.png,0,Hinoyakomaヒノヤコマ,Fletchinder,50,662,56,52,84,fire,flying,16.0
"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,6,0.3,45,images/fletchling.png,0,Yayakomaヤヤコマ,Fletchling,50,661,40,38,62,normal,flying,1.7
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,Sea Weasel Pokémon,55,1000000,4,1.1,85,images/floatzel.png,0,Floazelフローゼル,Floatzel,50,419,85,50,115,water,,33.5
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,Fairy Pokémon,67,1000000,6,0.2,74,images/floette.png,0,Floetteフラエッテ,Floette,0,670,125,128,92,fairy,,0.9
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,Garden Pokémon,68,1000000,6,1.1,78,images/florges.png,0,Florgesフラージェス,Florges,0,671,112,154,75,fairy,,10.0
['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic Pokémon,80,1059860,3,2.0,80,images/flygon.png,0,Flygonフライゴン,Flygon,50,330,80,80,100,ground,dragon,82.0
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,250,190,Sickle Grass Pokémon,35,1000000,7,0.3,40,images/fomantis.png,0,Karikiriカリキリ,Fomantis,50,753,50,35,35,grass,,1.5
"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,Mushroom Pokémon,45,1000000,5,0.2,69,images/foongus.png,0,Tamagetakeタマゲタケ,Foongus,50,590,55,55,15,grass,poison,1.0
"['Sturdy', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,465,75,Bagworm Pokémon,140,1000000,2,1.2,75,images/forretress.png,0,Foretosフォレトス,Forretress,50,205,60,60,40,bug,steel,125.8
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,5,1.0,66,images/fraxure.png,0,Onondoオノンド,Fraxure,50,611,40,50,67,dragon,,36.0
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,Floating Pokémon,50,1000000,5,1.2,55,images/frillish.png,0,Pururillプルリル,Frillish,50,592,65,85,40,water,ghost,33.0
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,6,0.3,41,images/froakie.png,0,Keromatsuケロマツ,Froakie,88.1,656,62,44,71,water,,7.0
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,6,0.6,54,images/frogadier.png,0,Gekogashiraゲコガシラ,Frogadier,88.1,657,83,56,97,water,,10.9
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land Pokémon,70,1000000,4,1.3,70,images/froslass.png,0,Yukimenokoユキメノコ,Froslass,0,478,80,70,110,ice,ghost,26.6
['Fur Coat'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,Poodle Pokémon,60,1000000,6,1.2,75,images/furfrou.png,0,Trimmienトリミアン,Furfrou,50,676,65,90,102,normal,,28.0
"['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,76,3840,70,415,90,Long Body Pokémon,64,1000000,2,1.8,85,images/furret.png,0,Ootachiオオタチ,Furret,50,162,45,55,90,normal,,32.5
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,Cave Pokémon,65,1250000,4,1.4,68,images/gabite.png,0,Gabiteガバイト,Gabite,50,444,50,55,82,dragon,ground,56.0
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,Blade Pokémon,95,1250000,4,1.6,68,images/gallade.png,0,Erureidoエルレイド,Gallade,100,475,65,115,110,psychic,fighting,52.0
"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,EleSpider Pokémon,60,1000000,5,0.8,70,images/galvantula.png,0,Dentulaデンチュラ,Galvantula,50,596,97,60,108,bug,electric,14.3
"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,5,1.9,80,images/garbodor.png,0,Dustdasダストダス,Garbodor,50,569,60,82,75,poison,,107.3
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,Mach Pokémon,115,1250000,4,1.9,108,images/garchomp.png,0,Gaburiasガブリアス,Garchomp,50,445,120,95,92,dragon,ground,95.0
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,Embrace Pokémon,65,1250000,3,1.6,68,images/gardevoir.png,0,Sirnightサーナイト,Gardevoir,50,282,165,135,100,psychic,fairy,48.4
['Levitate'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,35,5120,70,310,190,Gas Pokémon,30,1059860,1,1.3,30,images/gastly.png,0,Ghosゴース,Gastly,50,92,100,35,80,ghost,poison,0.1
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,Sea Slug Pokémon,68,1000000,4,0.9,111,images/gastrodon.png,0,Tritodonトリトドン,Gastrodon,50,423,92,82,39,water,ground,29.9
['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,5,1.5,71,images/genesect.png,1,Genesectゲノセクト,Genesect,0,649,120,95,99,bug,steel,82.5
['Cursed Body'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,65,5120,70,600,45,Shadow Pokémon,80,1059860,1,1.5,60,images/gengar.png,0,Gangarゲンガー,Gengar,50,94,170,95,130,ghost,poison,40.5
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,80,3840,70,300,255,Rock Pokémon,100,1059860,1,0,40,images/geodude.png,0,Isitsubuteイシツブテ,Geodude,50,74,30,30,20,rock,ground,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,Land Shark Pokémon,45,1250000,4,0.7,58,images/gible.png,0,Fukamaruフカマル,Gible,50,443,40,45,42,dragon,ground,20.5
"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pokémon,130,1059860,5,1.7,85,images/gigalith.png,0,Gigaiathギガイアス,Gigalith,50,526,60,80,25,rock,,260.0
"['Inner Focus', 'Early Bird', 'Sap Sipper']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,455,60,Long Neck Pokémon,65,1000000,2,1.5,70,images/girafarig.png,0,Kirinrikiキリンリキ,Girafarig,50,203,90,65,85,normal,psychic,41.5
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4,4.5,150,images/giratina-altered.png,1,Giratina (another Forme)ギラティナ,Giratina,0,487,120,100,90,ghost,dragon,750.0
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,4,0.8,65,images/glaceon.png,0,Glaciaグレイシア,Glaceon,88.1,471,130,95,65,ice,,25.9
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face Pokémon,80,1000000,3,1.5,80,images/glalie.png,0,Onigohriオニゴーリ,Glalie,50,362,120,80,100,ice,,256.5
"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,Catty Pokémon,42,800000,4,0.5,49,images/glameow.png,0,Nyarmarニャルマー,Glameow,24.6,431,42,37,85,normal,,3.9
"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,5120,70,430,60,Flyscorpion Pokémon,105,1059860,2,1.1,65,images/gligar.png,0,Gligerグライガー,Gligar,50,207,35,65,85,ground,flying,64.8
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp Pokémon,125,1059860,4,2.0,75,images/gliscor.png,0,Glionグライオン,Gliscor,50,472,45,75,95,ground,flying,42.5
"['Chlorophyll', 'Stench']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,65,5120,70,395,120,Weed Pokémon,70,1059860,1,0.8,60,images/gloom.png,0,Kusaihanaクサイハナ,Gloom,50,44,85,75,40,grass,poison,8.6
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,6,1.7,123,images/gogoat.png,0,Gogoatゴーゴート,Gogoat,50,673,97,81,68,grass,,91.0
"['Inner Focus', 'Infiltrator']",0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,80,3840,70,455,90,Bat Pokémon,70,1000000,1,1.6,75,images/golbat.png,0,Golbatゴルバット,Golbat,50,42,65,75,90,poison,flying,55.0
"['Swift Swim', 'Water Veil', 'Lightningrod']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,67,5120,70,320,225,Goldfish Pokémon,60,1000000,1,0.6,45,images/goldeen.png,0,Tosakintoトサキント,Goldeen,50,118,35,50,63,water,,15.0
"['Damp', 'Cloud Nine', 'Swift Swim']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,82,5120,70,500,75,Duck Pokémon,78,1000000,1,1.7,80,images/golduck.png,0,Golduckゴルダック,Golduck,50,55,95,80,85,water,,76.6
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,120,3840,70,495,45,Megaton Pokémon,130,1059860,1,0,80,images/golem.png,0,Golonyaゴローニャ,Golem,50,76,55,65,45,rock,ground,0
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,Automaton Pokémon,50,1000000,5,1.0,59,images/golett.png,0,Gobitゴビット,Golett,0,622,35,50,35,ground,ghost,92.0
['Emergency Exit'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,5120,70,530,45,Hard Scale Pokémon,140,1000000,7,2.0,75,images/golisopod.png,0,Gusokumushaグソクムシャ,Golisopod,50,768,60,90,40,bug,water,108.0
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,Automaton Pokémon,80,1000000,5,2.8,89,images/golurk.png,0,Goloogゴルーグ,Golurk,0,623,55,80,55,ground,ghost,330.0
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,Dragon Pokémon,70,1250000,6,2.0,90,images/goodra.png,0,Numelgonヌメルゴン,Goodra,50,706,110,150,80,dragon,,150.5
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,Soft Tissue Pokémon,35,1250000,6,0.3,45,images/goomy.png,0,Numeraヌメラ,Goomy,50,704,55,75,40,dragon,,2.8
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea Pokémon,105,600000,3,1.8,55,images/gorebyss.png,0,Sakurabyssサクラビス,Gorebyss,50,368,114,75,52,water,,22.6
"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Fixation Pokémon,50,1059860,5,0.4,45,images/gothita.png,0,Gothimuゴチム,Gothita,24.6,574,55,65,45,psychic,,5.8
"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,Astral Body Pokémon,95,1059860,5,1.5,70,images/gothitelle.png,0,Gothiruselleゴチルゼル,Gothitelle,24.6,576,95,110,65,psychic,,44.0
"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,Manipulate Pokémon,70,1059860,5,0.7,60,images/gothorita.png,0,Gothimiruゴチミル,Gothorita,24.6,575,75,85,55,psychic,,18.0
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,60,Pumpkin Pokémon,122,1000000,6,1.7,85,images/gourgeist-average.png,0,Pumpjinパンプジン,Gourgeist,50,711,58,75,54,ghost,grass,39.0
"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,450,75,Fairy Pokémon,75,800000,2,1.4,90,images/granbull.png,0,Granbuluグランブル,Granbull,24.6,210,60,60,45,fairy,,48.7
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,95,3840,70,390,120,Rock Pokémon,115,1059860,1,0,55,images/graveler.png,0,Goloneゴローン,Graveler,50,75,45,45,35,rock,ground,0
"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,6,1.5,72,images/greninja.png,0,Gekkougaゲッコウガ,Greninja,88.1,658,153,71,132,water,dark,40.0
"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,80,5120,70,325,190,Sludge Pokémon,50,1000000,1,0,80,images/grimer.png,0,Betbeterベトベター,Grimer,50,88,40,50,25,poison,poison,0
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,Grove Pokémon,85,1059860,4,1.1,75,images/grotle.png,0,Hayashigameハヤシガメ,Grotle,88.1,388,55,65,36,grass,,97.0
['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,Continent Pokémon,160,1250000,3,3.5,100,images/groudon.png,1,Groudonグラードン,Groudon,0,383,150,90,90,ground,,950.0
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,Wood Gecko Pokémon,45,1059860,3,0.9,50,images/grovyle.png,0,Juptileジュプトル,Grovyle,88.1,253,85,65,95,grass,,21.6
"['Intimidate', 'Flash Fire', 'Justified']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,5120,70,350,190,Puppy Pokémon,45,1250000,1,0.7,55,images/growlithe.png,0,Gardieガーディ,Growlithe,75.4,58,70,50,60,fire,,19.0
